district,division,season,year,rainfall_mm_seasonal,temp_max_avg_C,temp_min_avg_C,humidity_avg_pct,dry_spell_days,rainfall_deviation_pct,onset_monsoon_deviation_days,fog_days,soil_type,soil_pH,organic_carbon_pct,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_moisture_pct,ec_dS_m,crop_name,sowing_date_deviation,irrigation_type,seed_variety,fertilizer_kg_ha,pesticide_applications,previous_crop,ndvi_sowing,ndvi_peak,ndvi_delta,ndvi_stress_weeks,humidity_streak_days,temp_disease_window,prev_season_disease,pest_alert_issued,yield_kg_per_hectare,disease_risk_score,disease_risk_label,scenario,rainfall_adequacy_ratio,growing_degree_days,vapour_pressure_deficit,soil_crop_suitability_score,irrigation_efficiency_score,pest_pressure_index,yield_lag_1yr,ndvi_anomaly,crop_name_encoded,irrigation_type_encoded,seed_variety_encoded,previous_crop_encoded,season_encoded,soil_type_Deep Black Cotton,soil_type_Laterite,soil_type_Medium Black,soil_type_Red,soil_type_Red Laterite,division_Aurangabad,division_Konkan,division_Nagpur,division_Nashik,division_Pune
Wardha,Nagpur,Kharif,2017,0.33390365998681315,0.7983940770888235,-0.8342107130104719,-1.1402555185259495,-0.26853587003573137,0.39667071486269356,0.9175086272795561,-0.20729425193692047,Red Laterite,6.2,0.23,164.3,11.6,269.9,12.2,0.26,Cotton,-3,rainfed,BT,298.3,0,Soybean,0.4857142857142858,0.4727272727272729,0.45161290322580644,0.0,6,4,1,0,369.1,0.296,Medium,normal,1.255,1962.0,3.61,0.6,0.4,0.8,482.1,-0.129,0,3,0,5,0,False,False,False,False,True,False,False,True,False,False
Wardha,Nagpur,Kharif,2017,0.12578835518060424,1.3555412333527106,-1.217483068443249,1.1981038354057543,-0.9534106192196029,-0.13570780406562263,0.9175086272795561,-0.20729425193692047,Alluvial,6.5,0.62,263.9,18.5,301.5,33.1,0.5,Rice,0,drip,Hybrid,287.8,4,Sugarcane,0.7714285714285714,0.6000000000000001,0.40322580645161293,0.0,8,2,0,0,2344.9,0.182,Low,normal,0.611,1998.0,1.099,1.0,1.0,0.533,1784.8,-0.059,4,1,3,6,0,False,False,False,False,False,False,False,True,False,False
Chandrapur,Nagpur,Kharif,2017,0.3874722243347292,0.16696063332308383,-1.4729979720651014,-0.8300649919839886,-0.4055108198725057,0.5355520676266021,0.6825000899961061,-0.20729425193692047,Alluvial,7.1,0.97,227.9,19.3,330.7,34.8,0.31,Soybean,-3,rainfed,Hybrid,116.7,3,Tur Dal,0.9142857142857141,0.5272727272727271,0.25806451612903225,0.2,5,1,0,0,1002.0,0.215,Low,normal,2.035,1770.0,2.977,1.0,0.4,0.167,943.1,-0.08,5,3,3,7,0,False,False,False,False,False,False,False,True,False,False
Chandrapur,Nagpur,Kharif,2017,0.27832985526223697,1.0955392270962288,0.017505632395700646,1.359164301110234,-0.26853587003573137,0.25489600058287015,-2.607619431972193,-0.20729425193692047,Red Laterite,6.5,0.53,172.2,20.7,195.7,14.8,0.24,Cotton,-6,rainfed,Hybrid,142.8,3,Jowar,0.7428571428571429,0.8909090909090909,0.6774193548387097,0.2,8,2,0,0,454.9,0.233,Low,normal,1.199,2130.0,0.872,0.8,0.4,0.533,589.0,0.12,0,3,3,2,0,False,False,False,False,True,False,False,True,False,False
Chandrapur,Nagpur,Kharif,2017,0.23263902096548505,0.2783900645758628,-0.3657667230370764,-0.7883085749494942,-0.54248576970928,0.13626817843036498,0.44749155271265617,-0.20729425193692047,Deep Black Cotton,8.4,0.66,191.3,26.6,363.7,27.7,0.7,Rice,9,rainfed,BT,201.6,2,Cotton,0.5999999999999999,0.7454545454545454,0.6290322580645162,0.0,2,4,0,0,1830.8,0.146,Low,normal,0.673,1944.0,2.984,0.5,0.4,0.267,2733.9,0.04,4,3,0,0,0,True,False,False,False,False,False,False,True,False,False
Gadchiroli,Nagpur,Kharif,2017,0.029250354189974737,0.7612509333378972,-1.2600688857135582,-1.0567426844569603,-0.6794607195460542,-0.38453689443429206,-0.02252552185424372,-0.20729425193692047,Deep Black Cotton,7.9,0.73,245.6,20.3,311.9,20.0,1.11,Soybean,-10,rainfed,HYV,91.7,1,Soybean,0.45714285714285713,0.6909090909090909,0.6612903225806452,0.0,1,2,0,0,1241.5,0.036,Low,normal,1.479,1896.0,3.499,0.7,0.4,0.067,1070.2,0.004,5,3,2,5,0,True,False,False,False,False,False,False,True,False,False
Gadchiroli,Nagpur,Kharif,2017,0.3078355350902336,1.1326823708471552,-0.9193823475510888,0.7328180455928134,-0.8164356693828286,0.330123399996654,-0.9625596709880434,-0.20729425193692047,Red Laterite,5.9,0.33,189.9,15.5,257.4,14.8,0.21,Cotton,0,rainfed,BT,211.3,5,Rice,0.9142857142857141,0.38181818181818183,0.12903225806451615,0.2,7,3,1,0,431.6,0.454,Medium,normal,1.229,2004.0,1.606,0.6,0.4,0.7,523.8,-0.166,0,3,0,4,0,False,False,False,False,True,False,False,True,False,False
Gadchiroli,Nagpur,Kharif,2017,0.34994558300009276,1.2069686583490078,-0.40835254030738566,1.239860252440249,0.14238897947459156,0.4371777760855002,0.21248301542920622,-0.20729425193692047,Deep Black Cotton,8.2,0.71,251.4,31.5,320.1,33.6,0.54,Rice,-12,rainfed,Desi,287.0,2,Grapes,0.3714285714285715,0.4181818181818182,0.467741935483871,0.0,5,5,0,0,1856.1,0.143,Low,normal,0.741,2088.0,1.026,0.5,0.4,0.833,2126.6,-0.146,4,3,1,1,0,True,False,False,False,False,False,False,True,False,False
Gondia,Nagpur,Kharif,2017,0.20084163784987705,1.5412569521073396,-0.9193823475510888,0.4226275190508525,-0.6794607195460542,0.05525405598475166,0.44749155271265617,-0.20729425193692047,Red Laterite,5.6,0.53,154.2,19.9,278.7,17.6,0.15,Soybean,2,drip,HYV,135.2,5,Grapes,0.7428571428571429,0.8363636363636364,0.6290322580645162,0.4,21,2,1,1,1071.7,0.94,Critical,pest_outbreak,1.745,2070.0,2.087,0.6,1.0,1.4,1069.6,0.098,5,1,2,1,0,False,False,False,False,True,False,False,True,False,False
Gondia,Nagpur,Kharif,2017,0.14082765800555397,0.8726803645906761,-0.8767965302807804,1.0787997867357693,-0.54248576970928,-0.0980941043587307,-0.9625596709880434,-0.20729425193692047,Deep Black Cotton,8.3,0.66,257.3,27.3,405.1,39.3,0.55,Cotton,-2,canal,Desi,151.5,1,Sugarcane,0.45714285714285713,0.5636363636363637,0.5483870967741936,0.0,2,7,0,0,509.7,0.042,Low,normal,1.062,1968.0,1.159,0.8,0.6,0.467,529.3,-0.052,0,0,1,6,0,True,False,False,False,False,False,False,True,False,False
Gondia,Nagpur,Kharif,2017,-0.0005417885489731906,0.7983940770888235,-1.4304121547947921,1.2040690378392531,-0.26853587003573137,-0.45976429384807593,0.44749155271265617,-0.20729425193692047,Deep Black Cotton,8.4,0.62,186.2,23.1,431.6,27.7,1.2,Rice,0,furrow,Hybrid,265.5,2,Grapes,0.28571428571428575,0.5454545454545454,0.6290322580645162,0.2,8,5,0,0,1582.5,0.309,Medium,normal,0.537,1878.0,1.007,0.5,0.65,1.333,1601.4,-0.062,4,2,3,1,0,True,False,False,False,False,False,False,True,False,False
Bhandara,Nagpur,Kharif,2017,0.05632109927488418,0.7983940770888235,-0.7916248957401627,0.9058089161642909,-0.8164356693828286,-0.31509621805233784,-0.9625596709880434,-0.20729425193692047,Red Laterite,6.1,0.56,171.0,17.2,279.6,14.4,0.39,Soybean,0,canal,HYV,239.7,3,Soybean,0.39999999999999997,0.4545454545454546,0.48387096774193555,0.0,4,6,1,0,1100.5,0.3,Medium,normal,1.521,1968.0,1.338,0.8,0.6,0.8,896.3,-0.099,5,0,2,5,0,False,False,False,False,True,False,False,True,False,False
Bhandara,Nagpur,Kharif,2017,0.13280669649891408,0.5755352145832682,-1.345240520254175,0.6373748066568249,0.14238897947459156,-0.11834763497013404,0.44749155271265617,-0.20729425193692047,Deep Black Cotton,7.5,0.73,180.3,27.9,432.9,33.2,0.77,Cotton,-2,canal,HYV,91.3,7,Onion,0.5999999999999999,0.6909090909090909,0.5806451612903227,0.2,6,5,0,0,434.5,0.179,Low,normal,1.054,1854.0,1.584,1.0,0.6,1.0,312.6,0.031,0,0,2,3,0,True,False,False,False,False,False,False,True,False,False
Bhandara,Nagpur,Kharif,2017,0.30497090598071935,0.3898194958286392,-0.7064532611995458,0.05875017060739812,-0.8164356693828286,0.3214433154489097,2.562568388263706,-0.20729425193692047,Red Laterite,6.7,0.32,195.4,14.6,263.8,24.8,0.46,Rice,3,rainfed,Desi,282.6,7,Rice,0.5714285714285714,0.509090909090909,0.435483870967742,0.4,1,3,0,0,1725.7,0.216,Low,normal,0.715,1914.0,2.147,0.9,0.4,0.1,2704.3,-0.069,4,3,1,4,0,False,False,False,False,True,False,False,True,False,False
Mumbai City,Konkan,Kharif,2018,2.2990392291135744,-2.135914279234314,0.9969794296127994,0.9416001307652868,-0.26853587003573137,0.2722561696783588,-1.4325767455549432,-0.20729425193692047,Laterite,6.4,0.36,148.4,9.1,183.9,17.7,0.16,Rice,-3,rainfed,Hybrid,152.8,1,Grapes,0.5142857142857145,0.4727272727272729,0.435483870967742,0.2,3,3,0,1,2437.3,0.314,Medium,normal,1.875,1746.0,0.836,0.8,0.4,0.3,3261.9,-0.075,4,3,3,1,0,False,True,False,False,False,False,True,False,False,False
Mumbai Suburban,Konkan,Kharif,2018,1.5033884939459976,-1.875912272977834,1.1247368814237255,1.812519686056176,-0.54248576970928,-0.4944846320390531,-0.7275511337045936,-0.20729425193692047,Laterite,5.8,0.79,208.6,15.1,153.3,15.2,0.32,Rice,-4,furrow,HYV,293.1,3,Sugarcane,0.3714285714285715,0.8545454545454545,0.8548387096774195,0.0,3,7,0,0,3773.1,0.171,Low,normal,1.412,1806.0,0.222,0.9,0.65,0.7,2103.1,0.046,4,2,2,6,0,False,True,False,False,False,False,True,False,False,False
Thane,Konkan,Kharif,2018,1.7942915800171675,-1.3187651167139482,1.2950801505049594,1.1802082281052566,-0.6794607195460542,-0.21382856499532116,2.0925513136968057,-0.20729425193692047,Laterite,5.7,0.53,204.0,11.8,115.9,17.8,0.21,Rice,4,drip,BT,243.4,1,Grapes,0.8285714285714285,0.4727272727272729,0.25806451612903225,0.0,5,3,0,0,2361.8,0.191,Low,normal,1.582,1920.0,0.754,0.8,1.0,0.5,2500.0,-0.075,4,1,0,1,0,False,True,False,False,False,False,True,False,False,False
Palghar,Konkan,Kharif,2018,2.4253693728431527,-1.5416239792195021,0.9969794296127994,1.6991808398196901,-0.9534106192196029,0.39377735334677877,-0.25753405913769367,-0.20729425193692047,Laterite,5.1,0.77,177.5,5.8,148.2,22.0,0.34,Rice,4,drip,BT,233.0,2,Sugarcane,0.28571428571428575,0.7272727272727273,0.7903225806451614,0.2,15,6,1,1,2518.3,0.991,Critical,pest_outbreak,1.949,1842.0,0.323,0.8,1.0,3.0,2902.4,0.071,4,1,0,6,0,False,True,False,False,False,False,True,False,False,False
Raigad,Konkan,Kharif,2018,2.495696017481727,-2.1730574229852406,2.274553947722058,1.4486423376127227,-0.54248576970928,0.4603246682128183,-0.25753405913769367,-0.20729425193692047,Laterite,6.2,0.62,166.0,11.7,249.4,29.8,0.28,Rice,-1,rainfed,Desi,107.1,3,Sugarcane,0.9142857142857141,0.9636363636363636,0.6451612903225807,0.0,8,1,0,0,1995.2,0.178,Low,normal,1.99,1920.0,0.471,1.0,0.4,0.267,3046.6,0.131,4,3,1,6,0,False,True,False,False,False,False,True,False,False,False
Ratnagiri,Konkan,Kharif,2018,1.5615404648691362,-1.4301945479667244,1.6357666886674287,1.812519686056176,-0.54248576970928,-0.4395107632366725,1.1525171645630061,-0.20729425193692047,Laterite,6.0,0.68,177.6,7.8,216.0,21.4,0.15,Rice,7,canal,Hybrid,228.0,1,Cotton,0.5142857142857145,0.9818181818181817,0.8870967741935485,0.0,12,0,1,1,2582.9,0.856,Critical,pest_outbreak,1.446,1950.0,0.238,1.0,0.6,0.0,2211.0,0.239,4,0,3,0,0,False,True,False,False,False,False,True,False,False,False
Sindhudurg,Konkan,Kharif,2018,1.87636320400475,-2.061627991732463,1.6357666886674287,1.1623126208047583,0.005414029637817257,-0.13570780406562263,1.387525701846456,-0.20729425193692047,Laterite,5.0,0.36,146.1,7.7,220.0,21.2,0.19,Rice,1,rainfed,Hybrid,294.8,1,Cotton,0.6857142857142857,0.8545454545454545,0.6774193548387097,0.2,8,0,0,0,1911.6,0.275,Medium,normal,1.629,1848.0,0.686,0.7,0.4,0.0,2644.6,0.095,4,3,3,0,0,False,True,False,False,False,False,True,False,False,False
Nashik,Nashik,Rabi,2018,-0.7536527814402644,-2.507345716743572,-1.3026547029838667,-1.1820119355604444,0.4163388791481402,0.4458578606332445,-0.02252552185424372,5.99926737410342,Red,5.8,0.21,135.1,16.1,162.3,18.3,0.16,Onion,1,sprinkler,BT,172.2,5,Grapes,0.8571428571428572,0.8545454545454545,0.5806451612903227,0.0,3,24,0,0,15819.4,0.319,Medium,normal,0.297,1362.0,2.224,0.6,0.85,2.4,14511.1,0.091,3,4,0,1,1,False,False,False,True,False,False,False,False,True,False
Nashik,Nashik,Year-Round,2018,-0.8073645772436562,1.7641158146128948,2.572654668614218,-1.4802720572354067,-0.26853587003573137,0.5355520676266021,-0.02252552185424372,-0.20729425193692047,Medium Black,7.7,0.53,208.3,27.5,319.9,16.0,0.65,Grapes,-1,sprinkler,Hybrid,129.9,1,Jowar,0.31428571428571433,0.509090909090909,0.5806451612903227,0.0,2,3,0,0,23753.7,0.109,Low,normal,0.136,2598.0,4.584,0.6,0.85,0.2,21336.0,-0.099,1,4,3,2,2,False,False,True,False,False,False,False,False,True,False
Ahmednagar,Nashik,Rabi,2018,-0.7666868438885541,-1.9873417042306114,-1.8136845102275698,-1.6353673205063866,-0.6794607195460542,0.19702877026457497,-0.02252552185424372,2.2753303984792157,Medium Black,6.6,0.44,227.2,23.1,322.6,18.8,0.58,Onion,-7,rainfed,Desi,273.7,5,Jowar,0.9428571428571428,0.7636363636363637,0.45161290322580644,0.2,7,6,0,0,13308.8,0.247,Low,normal,0.274,1374.0,2.742,0.8,0.4,1.4,15014.4,0.066,3,3,1,2,1,False,False,True,False,False,False,False,False,True,False
Ahmednagar,Nashik,Year-Round,2018,-0.8229768058905087,0.5012489270814181,1.1673226986940333,-2.422774041728287,-0.54248576970928,0.08708103265981403,-0.02252552185424372,-0.20729425193692047,Medium Black,7.3,0.39,204.3,30.0,427.4,16.2,0.28,Grapes,-7,furrow,Desi,198.8,1,Grapes,0.6571428571428573,0.6727272727272728,0.5322580645161291,0.0,12,7,1,0,14571.6,0.54,High,normal,0.118,2196.0,4.821,0.8,0.65,2.8,21658.0,0.016,1,2,1,1,2,False,False,True,False,False,False,False,False,True,False
Dhule,Nashik,Rabi,2018,-0.771699944830204,-1.5416239792195021,-1.4304121547947921,-1.8143233935113638,-0.54248576970928,0.09865447872347309,-0.02252552185424372,2.2753303984792157,Red,6.1,0.28,143.0,10.8,201.6,23.1,0.3,Onion,0,sprinkler,Desi,149.2,1,Onion,1.0,0.5818181818181818,0.25806451612903225,0.2,0,1,1,0,15556.9,0.353,Medium,normal,0.266,1500.0,3.076,0.9,0.85,0.0,14771.7,-0.084,3,4,1,3,1,False,False,False,True,False,False,False,False,True,False
Dhule,Nashik,Year-Round,2018,-0.8105156692641217,0.9841097958434525,1.678352505937738,-2.261713576023807,0.005414029637817257,0.44296449911732966,-0.02252552185424372,-0.20729425193692047,Medium Black,7.8,0.42,165.7,21.9,353.9,24.0,0.77,Grapes,-2,sprinkler,BT,216.2,0,Grapes,0.5142857142857145,0.8727272727272728,0.7903225806451614,0.2,9,3,1,0,21147.4,0.502,High,normal,0.132,2346.0,4.989,0.7,0.85,0.9,18300.0,0.076,1,4,0,1,2,False,False,True,False,False,False,False,False,True,False
Nandurbar,Nashik,Rabi,2018,-0.7787182861485138,-1.5787671229704272,-1.0045539820917058,-0.4125008216390416,-0.6794607195460542,-0.03444015100860595,-0.02252552185424372,1.0340180732711475,Red,6.3,0.29,148.4,14.3,229.5,20.3,0.19,Onion,0,canal,Desi,197.2,3,Onion,0.8857142857142857,0.49090909090909074,0.24193548387096775,0.2,2,6,1,0,12339.5,0.414,Medium,normal,0.254,1554.0,1.966,0.9,0.6,0.4,12578.7,-0.095,3,0,1,3,1,False,False,False,True,False,False,False,False,True,False
Nandurbar,Nashik,Year-Round,2018,-0.808940123253889,1.2069686583490078,1.8061099577486628,-0.9493690406539735,-0.6794607195460542,0.4892582833719659,-0.02252552185424372,-0.20729425193692047,Medium Black,6.5,0.34,178.4,13.7,428.8,32.1,0.78,Grapes,1,rainfed,Desi,277.4,9,Grapes,0.7142857142857144,0.38181818181818183,0.24193548387096775,0.0,2,0,0,0,13780.1,0.105,Low,normal,0.134,2400.0,3.606,0.9,0.4,0.0,18249.6,-0.155,1,3,1,1,2,False,False,True,False,False,False,False,False,True,False
Jalgaon,Nashik,Rabi,2018,-0.7525069297964585,-1.9873417042306114,-2.1969568656603475,-1.009021064988966,0.2793639293113659,0.4690047527605626,-0.02252552185424372,8.481892024519556,Medium Black,6.9,0.55,226.3,12.2,315.2,19.3,0.8,Onion,-1,canal,Hybrid,238.4,5,Rice,0.4857142857142858,0.5818181818181818,0.5483870967741936,0.6000000000000001,14,1,1,1,12922.0,1.0,Critical,pest_outbreak,0.299,1320.0,2.284,0.8,0.6,0.467,12765.7,-0.041,3,0,3,4,1,False,False,True,False,False,False,False,False,True,False
Jalgaon,Nashik,Year-Round,2018,-0.8347217852395171,0.5755352145832682,1.6357666886674287,-0.47215284597403406,-0.26853587003573137,-0.25433562621812783,-0.02252552185424372,-0.20729425193692047,Red,7.0,0.38,157.3,13.6,294.7,19.9,0.17,Grapes,7,furrow,Hybrid,115.8,4,Soybean,0.8857142857142857,0.8363636363636364,0.5483870967741936,0.6000000000000001,4,2,0,0,21599.8,0.349,Medium,normal,0.104,2274.0,2.777,0.8,0.65,0.267,16502.2,0.099,1,2,3,5,2,False,False,False,True,False,False,False,False,True,False
Pune,Pune,Kharif,2018,0.07250625374363967,-0.5759022416954321,-1.4304121547947921,-0.7047957408805049,-0.26853587003573137,0.3272300384807392,0.21248301542920622,-0.20729425193692047,Medium Black,7.1,0.44,181.0,18.8,372.3,18.4,0.66,Soybean,-1,canal,BT,185.5,0,Jowar,0.31428571428571433,0.49090909090909074,0.5645161290322581,0.4,24,19,1,1,895.6,1.0,Critical,pest_outbreak,1.546,1656.0,2.553,0.8,0.6,15.2,1254.1,-0.069,5,0,0,2,0,False,False,True,False,False,False,False,False,False,True
Pune,Pune,Year-Round,2018,-0.8080807345210347,0.4269626395795655,2.104210678640824,-2.4168088392947875,-0.54248576970928,-0.07784057374732739,-0.02252552185424372,-0.20729425193692047,Deep Black Cotton,7.7,0.41,247.0,16.2,317.5,36.9,0.7,Sugarcane,2,furrow,Hybrid,87.0,5,Jowar,0.6285714285714286,0.9272727272727275,0.7741935483870969,0.0,1,2,0,0,71311.4,0.111,Low,normal,0.04,2316.0,4.763,0.7,0.65,0.067,47641.0,0.171,6,2,3,2,2,True,False,False,False,False,False,False,False,False,True
Pune,Pune,Kharif,2018,0.02652895653593625,-0.7244748166991348,-0.025080184874607076,0.24367144604587518,-0.13156092019895704,0.18256196268500116,0.9175086272795561,-0.20729425193692047,Medium Black,7.1,0.67,229.0,18.6,263.0,27.7,0.7,Jowar,1,canal,Hybrid,241.7,4,Rice,0.7714285714285714,0.7636363636363637,0.5483870967741936,0.0,1,4,0,1,1049.7,0.332,Medium,normal,1.659,1830.0,1.656,1.0,0.6,0.133,1276.9,0.081,2,0,3,4,0,False,False,True,False,False,False,False,False,False,True
Satara,Pune,Kharif,2018,0.1256451237251285,-1.1330493979593192,-0.3657667230370764,0.8342264869622998,-0.54248576970928,0.4950450064037954,0.21248301542920622,-0.20729425193692047,Deep Black Cotton,7.5,0.42,205.4,26.7,462.6,35.5,0.46,Soybean,0,drip,Desi,167.5,2,Sugarcane,0.39999999999999997,0.8181818181818181,0.806451612903226,0.2,2,17,0,0,1293.4,0.34,Medium,normal,1.628,1716.0,1.064,0.9,1.0,1.133,1325.6,0.101,5,1,1,6,0,True,False,False,False,False,False,False,False,False,True
Satara,Pune,Year-Round,2018,-0.8186798622262373,0.6498215020851208,0.6137070741800223,-0.21564914133356675,-0.54248576970928,-0.32956302563191164,-0.02252552185424372,-0.20729425193692047,Medium Black,7.1,0.45,228.5,13.3,442.0,23.4,0.39,Sugarcane,-3,furrow,Hybrid,275.6,4,Onion,0.7428571428571429,0.9090909090909092,0.6935483870967744,0.4,8,1,1,1,80130.0,0.798,Critical,normal,0.037,2142.0,2.528,0.9,0.65,0.267,75282.4,0.151,6,2,3,3,2,False,False,True,False,False,False,False,False,False,True
Satara,Pune,Kharif,2018,0.1660363941692792,-1.7273396979741311,-0.4935241748480026,-0.32302278513655297,0.14238897947459156,0.6252462746199596,-0.7275511337045936,-0.20729425193692047,Medium Black,6.7,0.47,175.0,21.8,447.4,32.0,0.36,Jowar,1,furrow,BT,147.6,2,Tur Dal,0.6857142857142857,0.36363636363636365,0.24193548387096775,0.4,1,4,0,0,999.8,0.259,Medium,normal,1.902,1602.0,1.854,0.9,0.65,0.133,1121.5,-0.149,2,2,0,7,0,False,False,True,False,False,False,False,False,False,True
Sangli,Pune,Kharif,2018,0.03612546405280882,-1.4301945479667244,-1.5155837893354098,-0.0009018537275943176,-0.54248576970928,0.21149557784414877,-0.9625596709880434,-0.20729425193692047,Deep Black Cotton,7.6,0.5,202.6,24.8,334.2,33.5,0.63,Soybean,-2,furrow,HYV,153.7,4,Soybean,0.31428571428571433,0.7636363636363637,0.806451612903226,0.0,0,14,1,0,1513.3,0.407,Medium,normal,1.49,1506.0,1.683,0.7,0.65,0.0,1480.0,0.074,5,2,2,5,0,True,False,False,False,False,False,False,False,False,True
Sangli,Pune,Year-Round,2018,-0.7908929598639494,1.3926843771036368,0.8692219778018732,-0.7107609433140039,-0.6794607195460542,0.3330167615125688,-0.02252552185424372,-0.20729425193692047,Medium Black,7.3,0.37,188.0,27.6,395.9,16.1,0.51,Sugarcane,0,furrow,Hybrid,130.0,2,Cotton,0.5142857142857145,1.0,0.9032258064516131,0.0,22,0,1,1,65355.9,0.937,Critical,pest_outbreak,0.046,2298.0,3.415,0.8,0.65,0.0,67381.7,0.204,6,2,3,0,2,False,False,True,False,False,False,False,False,False,True
Sangli,Pune,Kharif,2018,-0.18402128301335965,-0.7244748166991348,-1.132311433902632,1.3054774792087405,-0.6794607195460542,-0.48580454749130875,-0.7275511337045936,-0.20729425193692047,Medium Black,7.5,0.34,241.4,17.0,365.1,17.3,0.36,Jowar,-1,drip,BT,168.2,3,Cotton,0.7142857142857144,0.709090909090909,0.5322580645161291,0.0,0,0,0,0,1184.9,0.057,Low,normal,1.292,1674.0,0.714,0.8,1.0,0.0,1022.2,0.044,2,1,0,0,0,False,False,True,False,False,False,False,False,False,True
Solapur,Pune,Kharif,2018,-0.14534879003491755,-0.9473336792046901,-0.9619681648213974,0.9416001307652868,0.005414029637817257,-0.361390002306974,-0.02252552185424372,-0.20729425193692047,Medium Black,7.5,0.5,161.4,16.0,449.7,31.1,0.41,Soybean,-4,furrow,HYV,272.9,1,Tur Dal,0.5714285714285714,0.9090909090909092,0.7903225806451614,0.0,4,18,0,0,1500.0,0.239,Low,normal,1.208,1662.0,1.003,0.9,0.65,2.4,1778.3,0.16,5,2,2,7,0,False,False,True,False,False,False,False,False,False,True
Solapur,Pune,Year-Round,2018,-0.7778588974156595,0.8726803645906761,1.6357666886674287,-0.5198744654420283,-0.4055108198725057,0.6426064437154483,-0.02252552185424372,-0.20729425193692047,Medium Black,7.2,0.61,225.2,23.8,449.5,24.2,0.62,Sugarcane,-1,rainfed,Hybrid,161.6,4,Sugarcane,0.9142857142857141,0.5454545454545454,0.2741935483870968,0.0,3,6,1,0,60248.2,0.308,Medium,normal,0.051,2322.0,2.953,1.0,0.4,0.6,58710.9,-0.04,6,3,3,6,2,False,False,True,False,False,False,False,False,False,True
Solapur,Pune,Kharif,2018,-0.08146756089275019,-1.7644828417250562,-0.7064532611995458,0.18998462414438164,0.005414029637817257,-0.1588546961929407,-0.02252552185424372,-0.20729425193692047,Medium Black,6.5,0.45,234.6,13.3,357.7,28.9,0.7,Jowar,-6,rainfed,Desi,229.1,3,Tur Dal,0.5428571428571429,0.7636363636363637,0.6774193548387097,0.2,21,6,1,1,1049.3,1.0,Critical,pest_outbreak,1.471,1566.0,1.455,0.9,0.4,4.2,1240.9,0.08,2,3,1,7,0,False,False,True,False,False,False,False,False,False,True
Kolhapur,Pune,Kharif,2018,-0.03348502330838683,-1.3187651167139482,-0.8767965302807804,1.5739115887162063,-0.6794607195460542,-0.008399897365373098,1.1525171645630061,-0.20729425193692047,Medium Black,7.7,0.45,154.2,25.7,364.6,31.3,0.25,Soybean,-6,rainfed,BT,167.3,2,Rice,0.5142857142857145,0.7636363636363637,0.6935483870967744,0.0,6,22,0,0,1368.0,0.304,Medium,normal,1.382,1614.0,0.435,0.7,0.4,4.4,1173.2,0.082,5,3,0,4,0,False,False,True,False,False,False,False,False,False,True
Kolhapur,Pune,Year-Round,2018,-0.7821558410799309,1.3555412333527106,2.104210678640824,-2.494356470930278,0.2793639293113659,0.5413387906584316,-0.02252552185424372,-0.20729425193692047,Deep Black Cotton,7.3,0.79,214.5,33.5,481.7,27.3,0.53,Sugarcane,-3,furrow,BT,156.6,2,Jowar,1.0,0.5272727272727271,0.20967741935483875,0.0,7,4,0,0,57507.1,0.185,Low,normal,0.05,2466.0,5.544,1.0,0.65,0.933,73835.6,-0.048,6,2,0,2,2,True,False,False,False,False,False,False,False,False,True
Kolhapur,Pune,Kharif,2018,0.06219358894938838,-1.504480835468576,-0.4509383575776941,0.18401942171088276,-0.54248576970928,0.2954030618056769,-0.7275511337045936,-0.20729425193692047,Medium Black,7.4,0.49,241.6,22.4,277.0,26.0,0.31,Jowar,8,rainfed,BT,217.0,3,Rice,0.7142857142857144,0.4,0.25806451612903225,0.2,4,2,0,0,825.1,0.185,Low,normal,1.721,1644.0,1.519,0.9,0.4,0.267,926.7,-0.118,2,3,0,4,0,False,False,True,False,False,False,False,False,False,True
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2018,-0.44856978127699887,0.5755352145832682,-0.11025181941522554,-0.6212829068115151,1.3751635280055603,-0.859048183044313,1.622534239129906,-0.20729425193692047,Deep Black Cotton,8.2,0.6,207.5,34.1,453.0,39.7,0.63,Soybean,5,canal,Hybrid,176.5,3,Cotton,0.5714285714285714,0.3090909090909091,0.25806451612903225,0.6000000000000001,9,5,0,0,635.8,0.513,High,drought,0.738,2028.0,2.937,0.7,0.6,1.5,1428.5,-0.155,5,0,3,0,0,True,False,False,False,False,True,False,False,False,False
Chhatrapati Sambhajinagar,Aurangabad,Kharif,2018,-0.4717732770640641,-0.4644728104426532,0.23043471874724378,-0.8718214090184836,1.3751635280055603,-0.9545291130695003,-0.9625596709880434,-0.20729425193692047,Medium Black,7.6,0.57,153.4,18.8,351.6,29.6,0.37,Cotton,0,rainfed,Desi,233.2,5,Sugarcane,0.11428571428571438,0.2727272727272727,0.48387096774193555,0.0,9,24,1,0,138.9,0.545,High,drought,0.451,1908.0,2.75,0.9,0.4,7.2,322.4,-0.175,0,3,1,6,0,False,False,True,False,False,True,False,False,False,False
